"DSM","PSP","Species","aspect","evi_fall","evi_spring","evi_summer","mndwi_fall","mndwi_spring","mndwi_summer","nbr_fall","nbr_spring","nbr_summer","ndvi_fall","ndvi_spring","ndvi_summer","savi_fall","savi_spring","savi_summer","severity_high","severity_low","severity_moderate","severity_unburned","slope","tcb_fall","tcb_spring","tcb_summer","tcg_fall","tcg_spring","tcg_summer","tcw_fall","tcw_spring","tcw_summer","total_fires","vari_fall","vari_spring","vari_summer","Carbon_gm2","tsf_0_10","tsf_10_20","tsf_20_25","pr","tas","dep2_permafrost","FIRE_SIZE","x","y"
199,10007,"white spruce",81.9180527440888,0.323399841785431,0.133994147181511,0.55465292930603,0.45411205291748,0.484610140323639,0.27055361866951,0.609051287174225,0.613361418247223,0.697450935840607,0.265769124031067,0.17077873647213,0.629626035690308,0.186034977436066,0.086147129535675,0.412755250930786,1,1,1,1,6.76827799850984,0.414529114961624,0.360475808382034,0.341696411371231,0.0517025478184223,0.0135756991803646,0.167518064379692,0.0069047510623931,0.030219567939639,-0.0327859073877334,0,-0.115530423820019,0.0333079919219017,-0.253757029771805,81.2755775470081,"False","False","False",24.0608329772949,-2.60083317756653,77,0.7,-2504012.44256797,6482742.43533934
204,10008,"resin birch",119.596019031659,0.291369140148163,0.14757564663887,0.527606666088104,0.45411205291748,0.5523362159729,-0.0168065372854471,0.593660831451416,0.622953057289124,0.693855702877045,0.243220642209053,0.141936093568802,0.765290021896362,0.167507708072662,0.0929139852523803,0.455824196338654,1,1,1,1,7.69611288389945,0.40830859541893,0.363511621952057,0.276172280311584,0.0413535684347152,0.0122980112209916,0.179473266005516,0.0020756465382874,0.0403629578649997,-0.057214755564928,0,-0.115530423820019,0.0181758403778076,-0.311850488185883,571.466446088013,"False","False","False",24.0608329772949,-2.60083317756653,77,0.2,-2504012.44294916,6482742.43625156
204,10008,"white spruce",119.596019031659,0.291369140148163,0.14757564663887,0.527606666088104,0.45411205291748,0.5523362159729,-0.0168065372854471,0.593660831451416,0.622953057289124,0.693855702877045,0.243220642209053,0.141936093568802,0.765290021896362,0.167507708072662,0.0929139852523803,0.455824196338654,1,1,1,1,7.69611288389945,0.40830859541893,0.363511621952057,0.276172280311584,0.0413535684347152,0.0122980112209916,0.179473266005516,0.0020756465382874,0.0403629578649997,-0.057214755564928,0,-0.115530423820019,0.0181758403778076,-0.311850488185883,177.575014703564,"False","False","False",24.0608329772949,-2.60083317756653,18,0.2,-2504012.44294916,6482742.43625156
198,10009,"resin birch",130.430358120626,0.331290781497955,0.160968005657196,0.556387662887573,0.442098170518875,0.413271844387054,-0.0162229295819997,0.601504623889923,0.556182026863098,0.710353374481201,0.26858851313591,0.195848047733307,0.777251005172729,0.185399264097214,0.118601895868778,0.477623492479324,1,1,1,1,5.87577714055408,0.408493459224701,0.320957154035568,0.28632378578186,0.0503592379391193,0.0268380418419837,0.192681446671486,-0.0021766813006252,0.0124121941626071,-0.0496099554002285,0,-0.11938888579607,0.0274252220988273,-0.323734611272812,487.496506876179,"False","False","False",20.2266674041748,-4.49916696548462,18,0.7,-2504012.44169162,6482742.43536494
198,10009,"white spruce",130.430358120626,0.331290781497955,0.160968005657196,0.556387662887573,0.442098170518875,0.413271844387054,-0.0162229295819997,0.601504623889923,0.556182026863098,0.710353374481201,0.26858851313591,0.195848047733307,0.777251005172729,0.185399264097214,0.118601895868778,0.477623492479324,1,1,1,1,5.87577714055408,0.408493459224701,0.320957154035568,0.28632378578186,0.0503592379391193,0.0268380418419837,0.192681446671486,-0.0021766813006252,0.0124121941626071,-0.0496099554002285,0,-0.11938888579607,0.0274252220988273,-0.323734611272812,229.288144993318,"False","False","False",20.2266674041748,-4.49916696548462,18,0.7,-2504012.44169162,6482742.43536494
493,10010,"black spruce",180,0.186215177178383,0.13830329477787,0.295325636863708,-0.235748454928398,0.215899333357811,-0.186680272221565,0.230846911668777,0.377198129892349,0.329420357942581,0.386571675539017,0.142916858196258,0.494556695222855,0.175847694277763,0.1021399050951,0.273429423570633,1,1,1,1,0.955909622290051,0.238763406872749,0.500545263290405,0.307381004095078,0.0480574443936347,0.0112962080165743,0.0876768305897712,-0.115989282727242,-0.0426069013774395,-0.136167705059052,2,0.0607562661170959,0.0658058226108551,-0.0732897743582725,2.00688714436453,"False","True","False",20.2266674041748,-4.49916696548462,18,0.3,-2504008.30621945,6482737.50166823
493,10010,"quaking aspen",180,0.186215177178383,0.13830329477787,0.295325636863708,-0.235748454928398,0.215899333357811,-0.186680272221565,0.230846911668777,0.377198129892349,0.329420357942581,0.386571675539017,0.142916858196258,0.494556695222855,0.175847694277763,0.1021399050951,0.273429423570633,1,1,1,1,0.955909622290051,0.238763406872749,0.500545263290405,0.307381004095078,0.0480574443936347,0.0112962080165743,0.0876768305897712,-0.115989282727242,-0.0426069013774395,-0.136167705059052,2,0.0607562661170959,0.0658058226108551,-0.0732897743582725,62.0911695435945,"False","True","False",20.2266674041748,-4.49916696548462,18,0.3,-2504008.30621945,6482737.50166823
493,10010,"white spruce",180,0.186215177178383,0.13830329477787,0.295325636863708,-0.235748454928398,0.215899333357811,-0.186680272221565,0.230846911668777,0.377198129892349,0.329420357942581,0.386571675539017,0.142916858196258,0.494556695222855,0.175847694277763,0.1021399050951,0.273429423570633,1,1,1,1,0.955909622290051,0.238763406872749,0.500545263290405,0.307381004095078,0.0480574443936347,0.0112962080165743,0.0876768305897712,-0.115989282727242,-0.0426069013774395,-0.136167705059052,2,0.0607562661170959,0.0658058226108551,-0.0732897743582725,483.262872932567,"False","True","False",20.2266674041748,-4.49916696548462,18,0.3,-2504008.30621945,6482737.50166823
492,10011,"black cottonwood",0,0.151681378483772,0.133584767580032,0.285787165164948,-0.193062245845795,0.278585612773895,-0.214623764157295,0.254668235778809,0.410824060440063,0.325844585895538,0.362899005413055,0.126482859253883,0.489433348178864,0.159510865807533,0.0871021598577499,0.269256830215454,1,1,1,1,0.955909622277452,0.267467856407166,0.42973929643631,0.302084505558014,0.041291881352663,0.0010286848992109,0.0859888717532157,-0.110999643802643,-0.0353532023727893,-0.133254036307335,2,0.0398253910243511,0.0297880005091428,-0.0605782456696033,2.08083708837786,"False","True","False",20.2266674041748,-4.49916696548462,18,0.3,-2504008.30683727,6482737.50155626
492,10011,"black spruce",0,0.151681378483772,0.133584767580032,0.285787165164948,-0.193062245845795,0.278585612773895,-0.214623764157295,0.254668235778809,0.410824060440063,0.325844585895538,0.362899005413055,0.126482859253883,0.489433348178864,0.159510865807533,0.0871021598577499,0.269256830215454,1,1,1,1,0.955909622277452,0.267467856407166,0.42973929643631,0.302084505558014,0.041291881352663,0.0010286848992109,0.0859888717532157,-0.110999643802643,-0.0353532023727893,-0.133254036307335,2,0.0398253910243511,0.0297880005091428,-0.0605782456696033,13.0456578404027,"False","True","False",20.7766666412354,-4.44166660308838,26,0.3,-2504008.30683727,6482737.50155626
