"","AVG num of fires/yr","SD num of fires/yr","AVG ha burned/yr","SD ha burned/yr","Max ha burned","Mean ha/fire","SD ha/fire","Fire Rotation","Name"
"1",14.0416666666667,10.4817819870091,80150.1245122397,214301.954959054,217570.120122,5708.02073677672,20593.1609263769,144.893349457324,"Historic"
